comment_text,toxic
"Correct -  'resentment rides high' - I hate wp and I hate you dumbass fucking admins who don't even edit articles and are clueless to the political chicanery they connive with, most of all.",1
Flowers is just some backup characters she has nothing to do with whoever Ramona is. Just add Season 2 please seriously if you don't know 2-4 months from now you're gonna feel like a dumbass like you are.,1
""" March 2006 (UTC)

Or we could just call you another Mooreon idiot whose excuse for every deception of Moore's is """"But Bush tells lies tooooo!"""" Tattling on another kid didn't get you out of trouble in grade school, dumbass, it won't do anything for you here. - 09:26, 19""",1
"bitch 

Your a dumbass why are you reading this!",1
"THERE HASNT BEEN ANY EPISODES SINCE MARCH 7, DUMBASSES!!! 

50.180.208.181",1
Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages.,1
"""

 Dumbass 
There is no other word to describe your edit to my user page.  There's also no way in hell I like any of the bands or things you were trying to list on my page.  Try it again and you'll be blocked.  Not to mention I have an idea of who you are (though I may be wrong) and I'll remind you that sockpuppetry is against wikipedia rules.  I also don't like people trying to impersonate me.  I could get you blocked for that alone. If only I could reach through your computer and grab your scrawny little neck...  $ODIN$ """,1
Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my m,1
In case you forgotten I was already blocked pernamently dumbass. 68.114.218.113,1
"Um... 

My edit was cited, dumbass. Did you even listen to the source before reverting?",1
"stop editing this, you dumbass. why do you have to be such a bitch? the ghosts of bill maas' past will haunt you forever!!! MWAHAHHAHAA",1
"Listen you officious asshole. One of the worst thing about Wikipedia is the busybodies who needlessly waste everyone's time by reverting obviously true info with the dumbass comment 'oh that's not sourced' - 99.99999% of wikipedia is not sourced. nothing else in that article is sourced, yet you take time to delete my addition and send me a message. You fucking no-life wanker. I'll just revert it time and time again and you can suck my fucking cock if you don't like it. 
asshole. get a life, seriously. maybe you have zero control in your life and this gives you the illusion you are not a total loser and powerless wimp. well, you're deluded. fuck you eternally.

plus, I'm going to deface your bio repeatedly, because you suck at life.",1
"""
What a dumbass you are """"SlimVirgin"""" (which makes me realise that you are obviously a fat slapper).  I *DO* stay within the rules, it's you who makes up their own.  (talk) """,1
"""
As I stated above, the attack was at Summerluvin's talk page, where, you """"vaguely state"""" that I am an idiot. That is a personal attack. But, you don't notice much, do you, dumbass? """,1
"Hi

Could you please learn to interact like a sentient human being? Honestly, it is infuriating to read your posts which seem to be generated from a machine (Albeit, an obese one) rather than a proper, thinking, caring, functioning human being.",0
"""

 WikiProject Star Wars invitation 

I have noticed that you are listed as a member of the Star Wars WikiProject, which has been defunct for a long time. I would like to inform you that I am attempting to revitalize it. As such, I would officially like to invite you to participate in the project once again. If you are interested, please sign your name at Wikipedia Talk:WikiProject Star Wars#February 2009 Roll Call. Hope to see you soon!  Talk """,0
"""

I've worked in digital cash for about 20 years; it's clear that digital bearer token money (i.e. Chaumian blinded money) could be used to represent arbitrary assets.  There is a difference between distributed and centralized systems, and right now the only really viable distributed model is blockchain based, but the distinction shouldn't be """"cryptocurrency vs. non-cryptocurrency"""", but """"blockchain-based cryptocurrency vs. blinded token cryptocurrency"""".  They're both distinct from account-based money.

There are ways in which blinded money is actually *more* cryptocurrency than blockchain money  by eliminating the historical record of linkability inherent in the blockchain or account-based systems, blinded tokens are inherently fungible, which supports negotiability and finality.

I'm not sure what the solution is to this article; move it en-masse to """"blockchain currency"""" or merge with bitcoin and then redirect cryptocurrency to digital cash?   

""",0
"""

 RE: Your Message  

It maybe fun in your mind but for most its not, your just disrupting people who use the website to gain information and its up to users like me to clean up your mess. And i did not ban your mate, i dont have the power to do that and you probably might want to look here to see why certain users are blocked and cant edit anymore. Thanks '''''''''' (talk 2 me) """,0
"""I've removed the statement that Snack support for Linux is """"poor even broken"""". Snack works just fine under Linux. If there are functions that it does not support, please specify them and provide references.  """,0
"Now I know why I wasn't that good at school and I think it wasn't because I was dumb or lazy...it was because of the hell I've lived in all my life...this house sucks and the worst is that it doesn't seem to, to outside people, since my parents are great actors.
Just to give an example... I've been to church until like a year ago despite I never liked catholiscism and in fact, I feared it when I was a kid.
and why did I do that? I did that because I didn't dare have a rational conversation with my parents, and what happened when I did? I was called a terrorist by my fucking father, among other things... I had to cry for days, I was ignored, made fun of and insulted... what did my mother do? she didn't force me to be a catholic like my father tryed to do, but she didn't help me either, she just seemed to agree with him, while agreeing with me when he wasn't there... just like an evil cat.
and she does just that all the time, she complains about my father's obssesive controlling personality with me and my sister, but when my father says all his bullshit to me she never says a thing, but it's different with my sister(16) because my mother supports her against my fathers crazy temperament.
my father treats me like I'm a 30 year old drug addict living off his money. he doesn't get that I'm studying a career and that(like everyone here, I dunno about other countrys) he has to pay for it... it's not like I'm not doing anything! my 'god'...
whenever I'm happy what do they do? I swear to my life that they FUCK THINGS UP FOR ME no matter what. 
and whenever I'm sad (that's most of the time arround them, because I don't dare to even joke arround with them since they are offended by anything) whenever I'm sad they come with theyr you need god in your life bullshit.
or theyr see? we are right and u r wrong bullshit...
I'm sick of this, I just wanna get a fucking job, get out of this house and lead a NORMAL LIFE where I'm not issolated from my friends  and can go out and have fun with them without being threatened with loosing the internet conection or being taken out of college...
and my sister? according to my friends who kind of know my situation... she's envious of me and that's why she treats me like shit and doesn't even respect my room like I do hers.
and can you believe I love them???? I do , and that's why I think Im looney, because this isn't possible...
I forgive them every single time! but If I want to hold on to my physical and mental health and have somwehat of a good future, I have to develop a stiff upper lip and not give a shit about them anymore.and I should even take regenge according to most of my friends! but I don't even want to!..I just wanna be left alone anf try to forget all I've been through... I just wish it was physical abusse so I could show my scars and make a point, but this way...anyone can think I'm crazy.
Maybe this is the cause of all my existential doubts, because I don't have anything to be sure of and feel confident about in my everyday life becase my family does the job of ruining everything for me.

I'm sorry for all the swear words, but I had to express how I felt somewhere, also I think I'll erase this because I don't think it's allowed at all on wikipedia, it's just that there's so much rational people here that I think I can get some good advice and I've nowhere else to turn.",0
"There has been some work along these lines, showing that provably recursive functions of various theories are exactly those in some hierarchy up to the proof-theoretic ordinal of the theory. For example, the paper Fairtlough, Matt; Wainer, Stanley S. Hierarchies of provably recursive functions. Handbook of proof theory, 149207,Stud. Logic Found. Math., 137, North-Holland, Amsterdam, 1998 briefly discusses the case of Peano arithmetic with transfinite induction added, but I would guess people have by now got as far as the constructive ordinals you mention. My impression is that you should  in principle be able to get up to any given constructive ordinal, but there is no honest way to get all the way to the Church-Kleene ordinal.",0
"DID. It's called books and websites (external) and also pictures. Again, it is a FAILURE on your part and WIKI to notice.

WIKI is a failure at getting real information to the world.
You people are TOO DOCTRINED...too controlled by mass media. It makes me wonder if the OIL INDUSTRY is behind your funding. OR maybe it's the Church. Whatever the case, you can't support anything outside the norm.

Good bye",0
"""

 Eternity clause 

You are right about the referenced article is about not chaning the fundamental principles of democracy. And this is why I have a BIG problem with Lone boatman. He does not want the word """"democracy"""". He then took revenge by changing the entire article into a catch all (international page in which he redefines 'eternity clause' as a """"term"""" used internationally instead of the colloquial description specific to Article 79 paragraph (3) of the Basic Law for the Federal Republic of Germany. He added the additional data at the top of the page only in an act of revenge and to cover up the 'eternity clause' article. And again he focused on the word """"constition"""" at the top of his changes. And when I told him he had wrongfully duplicated the """"entrenched clause"""" and again was wrongfully pushing the word """"constitution"""" (which Germany does not have), he then added """"Basic Law"""" to his change. Then several editors suddently (for the first time) showed up and one of them deleted the entire 'eternity clause' article, leaving only what Lone boatman had put in. Wikipedia is apparently no place to safeguard an article, even a properly referenced article, which it was. And it was not a personal essay on a statue, but a very important contribution regarding democracy in Germany based on the law.  """,0
""":: (ec)King, Dennis, """"Lyndon Larouche and the New American Fascism"""", Doubleday, 1989, ISBN 0385238800, avail online at http://lyndonlarouchewatch.org/newamericanfascism.htm , chapter at http://lyndonlarouchewatch.org/fascism32.htm . 

 """"Businesses run by NCLC members are expected to put the NCLC's needs first. Former LaRouchian Eric Lerner found this out when he and several comrades formed a company to promote a water desalinization invention. After leaving the NCLC, he stated in a 1979 lawsuit that NCLC leaders had pressured him to funnel the firm's profits to the U.S. Labor Party, the electoral arm of the NCLC, in violation of election laws. Lerner charged that this was standard policy with other NCLC-controlled businesses.""""
""",0
Good edit. i thought it was funny. I don't like gwernol either because he thinks he's great because he is an admin. I better not get in toruble for saying this because i didnt do anything i just like what this guy said,0
"""

Perhaps simply working by language rather than by country would have been a better option. I know what you mean about trying to work out the """"nationality"""" of a film - it's a problem we have here in New Zealand a lot, being a small country with a prominent but US-funded film industry. Mind you, even splitting by language would be a problem (one of my all-time favourite films is Wings of Desire, which has sections in French, German and English). ...wha? """,0
"""

 Edits proposed to plot description 

""""“Joliet” Jake Blues is released from the Joliet Correctional Center after serving three years of a prison sentence after being convicted of armed robbery.""""

Entry for Joliet Correctional Center.

""""Jake is irritated at being picked up by his brother Elwood in a battered former Mt. Prospect, Illinois police car, instead of the Cadillac The Blues Brothers used to own.""""

It's unclear here, however the Caddy Jake refers to may be Murph and the Magictones' pink vehicle first seen in the """"Howard Johnson's"""" scene where Jake and Elwood phone Maury Sline and are blasted the flame-throwing mystery woman. 

The Blues Brothers visit their childhood home, a Roman Catholic orphanage, Saint Helen-of-the-Blessed-Shroud Orphanage. From Sister Mary Stigmata (Kathleen Freeman), The Blues Brothers learn that a property tax lien on the orphanage property will be foreclosed upon unless five thousand dollars in property taxes is remitted on its behalf to the county (the associated church has elected instead to sell the building to the Board of Education rather than pay the tax assessment).

Part of the film's humour is the actual name of the orphanage. Credit to Kathleen Freeman. People erroneously thing charities and churches are completely tax-exempt; however the exemption most notably only extends to Federal income taxes. The property tax bill would probably have remained an unforeclosed lien had the church not decided to sell voluntarily to the Board of Education.

""""At the advice of their childhood mentor, Curtis (Cab Calloway), The Blues Brothers attend an evangelical church service at Triple Rock Baptist Church, led by the Reverend Cleophus James (James Brown), where Jake has an epiphany: The Blues Brothers can legitimately raise the funds by re-forming their rhythm and blues band, The Blues Brothers’ Show Band and Revue.""""

Credit to Cab Calloway and James Brown.
  
""""As The Blues Brothers drive past a doughnut shop and Nelson Funeral Home in the Bluesmobile, Elwood’s driving alerts two Illinois State Police troopers, Trooper Daniel (Armand Cerami) and Trooper Mount (Steven Williams), who, after pursuing The Blues Brothers into a quiet, secluded residential area, learn from their in-car SCMODS (State-County-Municipal Offender Data System) computer terminal of Elwood’s suspended driver's license. When Trooper Daniel and Trooper Mount attempt to place Elwood under arrest, Elwood speeds off, escaping by driving and crashing through, with the Illinois State Troopers in pursuit, the Dixie Square Mall.""""

Entry for Bluesmobile; since location in Chicago and Illinois is obviously a major plot element, reference that the particular law-enforcement agency here is the ISP; SCMODS article already exists, with explanation of the meaning, in this context; article exists for Dixie Square Mall. 

""""After parking the Bluesmobile in an alley-end compartment next to a high-voltage transformer (hence the Bluesmobile’s remarkable magical abilities) and arriving at Elwood’s home, a hotel for transients, The Blues Brothers are mysteriously unharmed from a bazooka attack launched by a mystery woman (Carrie Fisher).""""

Credit cast member Carrie Fisher; this scene is cut from many televised versions, DVD featurette commentary explains that Canadian actor Aykroyd felt this scene explained the Bluesmobile's magical abilities, yet director Landis felt this was not transparent.

""""The next morning, just as the Illinois State Troopers who attempted to arrest Elwood the previous evening, with the help of Parole officer Burton Mercer (John Candy) as to the true address of “the elegant abode of one Elwood Blues” (because Elwood had ‘falsified his renewal’ and ‘put down ten sixty West Addison’, the street address of Wrigley Field) attempt to serve an arrest warrant at Elwood’s tiny room. The mystery woman detonates a bomb that demolishes the building, which inadvertently saves The Blue Brothers from another attempted arrest.""""

Candy's character was important because he assisted in locating Elwood's abode; the 'Wrigley Field bit' is important plot-element humor.

""""Elwood proceeds to his “straight job”, on the assembly line at an aerosol-can manufacturer, takes several cans from the line and places them in his briefcase, and visits the plant manager, quitting his job, citing a decision to become a priest (curiously, Elwood’s supervisor’s office is adorned with a U.S. flag and an Illinois state flag, suggesting that the aerosol-can manufacturer in an enterprise owned by the government of the State of Illinois—or else simply that Elwood’s supervisor thought it would be cool to adorn his office with",0
"""
Hi Methanus, and Welcome to Wikipedia!  
Welcome to Wikipedia! I hope you enjoy the encyclopedia and want to stay. As a first step, you may wish to read the Introduction.

If you have any questions, feel free to ask me at my talk page — I'm happy to help. Or, you can ask your question at the New contributors' help page.

  
Here are some more resources to help you as you explore and contribute to the world's largest encyclopedia...

 Finding your way around: 

 Table of Contents

 Department directory

 Need help? 

 Questions — a guide on where to ask questions.
 Cheatsheet — quick reference on Wikipedia's mark-up codes.

 Wikipedia's 5 pillars — an overview of Wikipedia's foundations
 The Simplified Ruleset — a summary of Wikipedia's most important rules.

 How you can help: 

 Contributing to Wikipedia — a guide on how you can help.

 Community Portal — Wikipedia's hub of activity.

 Additional tips...  

 Please sign your messages on talk pages with four tildes (~~~~). This will automatically insert your """"signature"""" (your username and a date stamp). The  button, on the tool bar above Wikipedia's text editing window, also does this. 

 If you would like to play around with your new Wiki skills the Sandbox is for you. 

 Good luck, and have fun. """,0
"""
Well, 4twenty42o, I certainly don't put on any show here, but if you find it amusing, please have a laugh. Certainly I don't see any fun in it whatsoever. I sure hope that NeilN would take another approach and not jump the gun as he certainly did this time. Also, yes, I am frustrated, and I most certainly have the best reason in the world for that. Mario Roering is not only lying, violating my copyright, slandering, posting defamation etc. here on Wikipedia harming Genseiryu and myself etc. but he does so with dedicated pages in my name on his own homepage and other sites on the Internet. Keeping up with Mario Roering and posting complaints and requests for removal of content on sites such as YouTube, free webhosting etc. is a full time job. Mario Roering has absolutely no just cause for doing what he does, and his involvement here at Wikipedia is no different from his exploiting every other possible way on the Internet to slander me. On the contrary. That is why I do not need anymore crap from anyone, and perhaps I do tend to sort people a little too fast, even though their actions may not have been ill intended, but perhaps the last situation illustrates quite well exactly why I tend to do that? Another good example is when both Mario Roering and I were blocked a few weeks back, Mario Roering was unblocked just an instant later, but I was not, even though we posted the exact same reasons for requesting the unblock. Ever since 2005, when all this started, Mario Roering's candy-talking, deceits and lies have won him favors here on Wikipedia from the admins and others. The last action from NeilN would in my best opinion constitute yet another one such favor. I have never ever postulated, that these favors were done or initiated on purpose, but I have, and I still do claim, that lack of interest for fairness, facts and true intentions, makes this kind of manipulation by Mario Roering possible. And it should not be possible. EVERYONE should be equal to rules and regulations, but for Mario Roering, on mcuh more than one occasion, that has indeed not been the case. Mario Roering has been able to continue his deceitful and ill intended ways on Wikipedia for almost 5 years now. When will it ever stop? As long as it is this easy for Mario Roering to manipulate everyone he wants to, I cannot see the end of it. Even though I still believe that Mario Roering was using NeilN, and that NeilN did indeed jump the gun here siding with one party, instead of issuing equal consequences for both, I will let this one go and """"reset"""" the system. But what I have written here, should be taken into account and something serious should be done about Mario Roering's methods and ways.   """,0
"To say anything of the Sikh Gurus taking any inspiration from Bhakti movement is fallacious. Sikh Gurus included the writings of other saints in the Guru Granth Sahib; implying that as taking inspiration from them is false.

From Parasaraprasna, Kapur Singh, Guru Nanak Dev University Press, Amritsar

 Thus those who see in the origin and contents of the Sikh
movement anything of this VaiSlJavism or the historical Bhakti
movement of the Middle ages, which was based on this VaiSDavism
or cognate propositions, show a complete lack of understanding ofthe
real nature of Sikhism. Beyond the fact that Sikhism is of historical
proximity to this Bhakti movement of the Middle ages, and that it
somewhat partakes of the atmosphere and temper of VaiSDavist
climate, it has not much in common with the latter. Among the
principal features of this climate are its anti-Brahmanical attitude, its
preference for vernaculars26 over Sanskrit, its total surrender theory,
such as Lokacarya's marjara27 doctrine, its stress on devotion through
image-worship rather than through knowledge, and its own peculiar
forms of ritualism, such as caste-marks.

It is easy to demonstrate that similarities of Sikhism with some of
these features are not so intimate or fundamental as to suggest any
direct or indirect borrowing.",0
"More potential sockpuppets of User:Keegscee 

69.254.115.176

76.7.95.112

69.171.160.110

70.26.135.140

They have all posted mean things on PCHS-NJROTC's user page. This Keegscee sockpuppet witch hunt is kind of fun. ) I do wish the checkusers would start doing something, though. There is quite a backup.",0
"""=Political statements?===
I don't have a strong opinion one way or the other about the appropriateness of the """"No more Bush"""" photo on a user page, as a photo. As a joke, it's funny and is similar to a joke that was circulating on the internet years ago, but that doesn't necessarily mean it belongs on a user page - but not for nudity issue. To me it's more a question of the appropriateness of overt, specific political statements on a user page. The now-(rightly)-banned  What's up, Doc? carrots 

==""",0
"""

 What's the opposite of Protectionism (when states prefer imports over local products)? 

You might doubt that there is such policy (which most people would call straight forward """"stupidity""""). But in some segments there is a clear pattern of public biddings demanding products of foreign origin as opposed of local products (sometimes even if local products have been funded by taxes and public money).""",0
"""
Thanks for the note. I agree: """"sort of"""" means """"no"""". I'm going to wait and see if they're maybe giving my comments some thought. But isn't it funny, the visibility he desires for the colors makes the actual text illegible for those who can't easily see colors anyway. I've gone through dozens of college football articles, and I'm sick of the Crayola culture in them. Thanks again,   """,0
"There is rather too much POV in the Politics section. (It incorrectly links conservatism to the KKK, fundamentalism and farming.  Well, no. The KKK died out pretty fast. Farming took longer but it's mostly gone, and the farmers never were conservative.  The state's religion is not especially fundamentalistic.  In fact the state is competitive and leans Republican, apart from presidential elections. (When the state was agrarian, those presidential elections were very close indeed). I suggest the GOP tilt in the north comes from the German element, which switched to the GOP when local hero Willkie ran in 1940.",0
"So the straw man first: CISA was rejected overwhelmingly.  Then it was conflated with the entire federal budget.  This is simply pork-barreling for campaign funds.  This is entirely beside the point.  The reason I brought this to a formal dispute was because you're removing the text rather than editing it.  I'll try to find additional material to supplement, given your incredibly narrow definition of what constitutes valid material for Wikipedia.  Can we agree that if I can find a direct amendment or committee involvement from Gartner, that will constitute proof-positive of what I had previously written?",0
"hi paul

i am registered but typically don't log in.   pseudoanonymity is one of the pillars of wikipedia.   anyway, names like bigdaddy777 don't really helps us much.   i also don't know how to indent responses on these talk pages.

there are *many* non neutral edits.   look at almost any revert and you'll see a case where one person thinks another is not behaving neutrally.

i don't really know if this section should be called controversy, but her involvement with Paula Jones seems worthwhile.   If its too long how about a couple sentences and a link to a separate article about it?

you've commented on this already, but again, its not reasonable to remove things that have become crufty with two years of debate, especially if they're things that you might imagine yourself opposed to do to political sensibilities (for instance attacks on conservatives).   if you're really concerned about quality of content, the full archives of this article are available to peruse and sort out the most neutral truth, though it would take hours.

off to have fun!",0
"Need proper reliable citations 
I appreciate the hardwork of authors in providing references/citations, but most of them dont obey wiki standards like
direct ref to inscriptions and refering to non english sources.

Almost year back I have asked for reliable citations for the claim in this WP that Kota Kings are Kammas,
3 citations have been provided and the funny thing is two of those are famous historian books which
clearly say that Kotas as Rachavaru (kshatriya Rajus) and belong to dhanunjaya gotra. Kota Kings are ancestors to Rajus clans Datla, Dantuluri and Jampana. Plz refer thos two historical books:
1. pg 159-161 from The History of Andhra Country by Yashoda Devi [url=http://books.google.co.in/books?id=-d9IAvFOUHsC&printsec;=frontcover&dq;=The+History+of+Andhra+Country]
2. pg 149,159 from A History of the Early Dynasties of Andhradesa, by B.V Krishna Rao 

The two authenticated historical books clearly say Kota Kings as Rachavaru (Rajus), nowhere in the entire two books Kota kings is linked to Kammas.
The third book by Mr. KB Chaudary is unreliable as it is not inline to wiki standards (WP:PRIMARY, WP:OR and WP:SYNTHESIS)
Hence the statements in the article are considered as baseless, and if proper citations are not provided then it shall be cleaned up as per wiki standards.
Request authors/contributors to update with proper citations.",0
"""

 Brain crucial 
""""Because virtually all living organisms require their brain to carry out basic functions"""" is simply untrue. Most animals do, but animals make up a small percentage of """"most living organisms."""" No plant, protist, fungus, or moneran has a brain to my knowledge.  —Preceding unsigned comment added by 69.121.0.142   """,0
"""

Reliable Source
Isn't this a reliable source?> ==Victims==
 Emily Hilscher 

What the Heck?

I edited something on the """"7 may"""" page and you keep deleting it, why?? It is constructive and I don't see how it is """"vandalism"""". So I plan to re-edit the page. Thank you for causing others more work and frustration.

Sorry
i haven't remover anthing of the footballers wives episodes page. And i created the page an just wasn't signed in at the time. i accidently lost the series 4 episode summarys when i was writing them. I put them back up straight away.

 deleting things... 

thanks for clearing the stuff about deletion up. I'm new to deletion...  —The preceding unsigned comment was added by  (talk • contribs) .

      ok and where am i supposed to reply to things you say to me? here?  

           Thanks for the insight. I agree with you. It's much easier to do it back and forth.  

 how do I change the title of an article? I want to change St. Peter High School (Ottawa) to St. Peter Catholic High School

never mind - sorry i got it now.  

 Dr. Qwert 

I was not aware that the consensus had changed. I was also under the impression that removing recent warnings from one's talk page was also considered vandalism. I'm sorry if I had erred. T 

Re 
I tagged Byron Long for speedy deletion since it appeared to be entirely unreferenced, which, given the controversial nature of the subject matter, would constitute a serious WP:BLP violation.  WP:BLP states that Administrators encountering biographies that are unsourced and controversial in tone, where there is no NPOV version to revert to, should delete the article without discussion (see Wikipedia:Criteria for speedy deletion criterion G10 for more details).  Looking through the page history, however, it appears that there actually was a reference for the article, which I have restored.  
CSD G10 does use the term """"negative in tone"""", which is a somewhat unfortunate choice of words.  The more fundamental policy here appears to be Wikipedia:Biographies of living persons, which states that """"biographies that are unsourced and controversial in tone"""" should be speedily deleted.  The underlying issue is not whether we believe that a description of a living person as a """"porn actor"""" is actually negative.  Rather, for WP:BLP purposes, the issue is whether, if an article incorrectly described someone as a """"porn actor"""", such a description would be regarded as defamatory for the purpose of Wikipedia:Libel  that is, whether such an incorrect description, if widely believed, might be likely to have a significantly adverse effect on the employment prospects or general reputation of the subject of the article.  I would contend that describing someone as a """"porn actor"""" is sufficiently """"controversial in tone"""" to invoke WP:BLP concerns for the speedy removal and/or deletion of any unreferenced claims of this nature.  

 Deletion of rain check 

Why has this valid article disappeared?  Please undelete it, and if you feel it is not up to Wikipedia standards, instead nominate it under WP:AfD, to give others a chance to comment on it and/or improve it. Thanks.  – 

I understand that it has been transwikied, however it was enough to be its own Wikipedia article, and can be expanded from a stub to a better article by adding information about how rainchecks are handled and processed by stores.  (For example, some simply hand the user a piece of paper or carbon copy, others take the customer's information, enter it into a computer, and print a raincheck with a",0
""": The first sentence is a description of a Cartesian geometry, not of an ordered pair.  An ordered pair of coordinates is an attribute of an object in Cartesian geometry, not the object itself, and certainly not a """"collection"""" of such objects.
 An attempt to improve this muddle was recently 'corrected' with this note: """"distinguished"""" was incorrect, both objects can be the same, i.e. indistinguishable.  So what?  If two coordinates happen to have equal values, they are still distinguished by their function. —  

""",0
The above unsigned and bearly inetlligible comment was added by multiple-ban evader 193.243.157.214 - see the string of cases  .  His addition of antiwikipedia.com as primary sources is the funniest thing I've seen this year.  Why do this when reputable primary sources must surely exist?  - see diff .,0
"""
I removed the Ice age stuff, and the RuneScape bit. If someone wants to add something funky, they have to give a source. '''''' (Talk·Edits)""",0
